@relation 'Desercion_Academica-weka.filters.AllFilter-weka.filters.unsupervised.attribute.Remove-R1-3,10-12'

@attribute Edad numeric
@attribute Semestre numeric
@attribute AsignaturasCursadas numeric
@attribute AsignaturasAprobadas numeric
@attribute CreditosCursados numeric
@attribute CreditosAprobados numeric
@attribute Estado {GRADUADO,DESERTOR,ACTIVO}

@data
21,1,5,1,16,3,DESERTOR
24,10,58,57,174,171,GRADUADO
24,10,58,57,174,171,GRADUADO
30,1,10,0,28,0,DESERTOR
32,2,10,8,32,25,ACTIVO
19,1,8,7,26,22,ACTIVO
26,1,6,0,19,0,DESERTOR
32,10,14,14,26,26,GRADUADO
18,3,5,4,16,13,ACTIVO
18,2,13,11,41,34,ACTIVO
30,10,22,21,55,52,GRADUADO
29,3,10,9,31,27,DESERTOR
28,3,17,10,52,31,DESERTOR
26,1,9,3,24,7,DESERTOR
32,1,6,3,17,9,DESERTOR
24,1,4,4,13,13,ACTIVO
23,2,11,10,35,31,DESERTOR
26,10,44,39,132,117,ACTIVO
23,8,66,50,202,154,ACTIVO
32,10,27,24,83,73,GRADUADO
28,10,63,57,190,172,GRADUADO
28,10,63,57,190,172,GRADUADO
31,2,11,11,33,33,DESERTOR
19,2,9,8,29,25,ACTIVO
30,5,16,15,50,46,ACTIVO
20,5,31,29,98,90,ACTIVO
28,10,42,41,126,123,GRADUADO
28,10,42,41,126,123,GRADUADO
23,1,4,4,13,13,ACTIVO
30,2,9,3,24,8,DESERTOR
27,10,61,60,176,172,GRADUADO
27,10,61,60,176,172,GRADUADO
30,2,12,5,37,14,DESERTOR
35,2,12,4,38,13,DESERTOR
23,3,6,6,19,19,ACTIVO
31,9,36,36,103,103,GRADUADO
29,9,69,57,212,174,ACTIVO
20,4,19,19,60,60,ACTIVO
29,10,34,33,94,91,GRADUADO
27,1,9,3,29,9,DESERTOR
31,10,55,48,171,147,GRADUADO
33,9,25,25,68,68,GRADUADO
24,1,4,4,13,13,ACTIVO
29,1,5,4,16,13,DESERTOR
32,10,31,27,85,73,GRADUADO
22,10,53,51,163,157,ACTIVO
23,4,27,21,86,66,ACTIVO
32,10,35,29,103,83,GRADUADO
26,6,27,24,82,73,ACTIVO
27,2,9,8,29,26,ACTIVO
25,1,4,4,13,13,ACTIVO
34,10,70,56,208,162,GRADUADO
29,4,17,13,55,41,DESERTOR
40,4,14,5,42,15,DESERTOR
24,2,15,14,48,44,ACTIVO
20,4,27,25,85,79,ACTIVO
27,6,28,22,86,67,ACTIVO
21,1,3,0,10,0,DESERTOR
30,9,31,31,90,90,GRADUADO
30,9,31,31,90,90,GRADUADO
29,5,44,21,137,63,DESERTOR
22,5,29,29,89,89,ACTIVO
37,10,33,32,88,86,GRADUADO
37,10,33,32,88,86,GRADUADO
23,7,28,26,84,78,ACTIVO
24,1,5,0,16,0,DESERTOR
38,5,21,9,62,24,DESERTOR
41,10,6,6,6,6,GRADUADO
41,10,6,6,6,6,GRADUADO
28,9,59,54,175,158,GRADUADO
37,9,67,48,204,143,ACTIVO
31,7,30,26,91,79,ACTIVO
27,6,16,16,48,48,ACTIVO
25,3,23,13,70,39,DESERTOR
28,7,39,33,125,105,ACTIVO
33,10,55,47,161,137,GRADUADO
31,4,24,22,75,71,DESERTOR
24,3,32,13,102,41,DESERTOR
25,3,25,12,80,38,ACTIVO
28,6,70,27,214,83,ACTIVO
40,10,19,18,19,18,GRADUADO
23,1,6,1,19,3,DESERTOR
34,1,11,5,34,13,DESERTOR
26,10,63,57,190,169,ACTIVO
42,10,45,39,133,113,GRADUADO
42,10,45,39,133,113,GRADUADO
28,3,4,0,13,0,DESERTOR
35,1,5,2,16,6,DESERTOR
27,6,27,27,84,84,DESERTOR
36,10,8,8,8,8,GRADUADO
31,3,26,20,80,61,DESERTOR
21,10,53,49,140,127,ACTIVO
23,1,5,2,16,6,DESERTOR
36,10,23,21,62,56,GRADUADO
26,9,70,50,211,149,ACTIVO
32,10,30,27,86,78,GRADUADO
27,1,5,3,13,7,DESERTOR
24,1,6,3,19,9,DESERTOR
23,1,7,2,22,6,DESERTOR
25,2,13,6,42,18,DESERTOR
30,10,57,46,167,134,GRADUADO
30,10,57,46,167,134,GRADUADO
33,9,46,39,139,116,GRADUADO
67,2,28,5,90,16,ACTIVO
22,2,3,0,10,0,ACTIVO
23,2,12,4,38,13,DESERTOR
19,2,17,11,54,34,ACTIVO
38,6,30,23,94,71,DESERTOR
25,3,8,5,24,15,ACTIVO
24,1,9,0,28,0,ACTIVO
24,1,6,0,19,0,DESERTOR
34,1,4,1,12,4,DESERTOR
27,1,6,2,17,6,DESERTOR
20,2,16,10,51,31,ACTIVO
25,2,8,8,25,25,DESERTOR
29,10,38,35,114,106,ACTIVO
21,6,41,37,128,114,ACTIVO
28,10,51,51,138,138,GRADUADO
28,10,51,51,138,138,GRADUADO
22,5,34,25,106,78,ACTIVO
26,7,28,24,85,73,ACTIVO
28,4,46,24,142,70,DESERTOR
22,5,40,25,127,79,ACTIVO
27,10,71,53,213,157,GRADUADO
27,10,71,53,213,157,GRADUADO
24,9,61,58,183,174,ACTIVO
24,3,15,15,48,48,ACTIVO
24,6,46,33,146,103,ACTIVO
22,1,5,5,16,16,DESERTOR
34,10,6,6,6,6,GRADUADO
21,1,5,3,16,9,ACTIVO
21,4,30,20,95,63,ACTIVO
25,1,5,1,15,4,DESERTOR
26,10,56,55,165,161,GRADUADO
27,2,10,6,32,19,ACTIVO
22,1,4,3,13,9,ACTIVO
26,2,13,7,42,22,ACTIVO
22,1,4,3,13,10,ACTIVO
21,4,24,22,77,70,ACTIVO
28,10,35,35,100,100,GRADUADO
20,3,19,15,61,47,ACTIVO
27,5,49,27,141,79,ACTIVO
23,10,58,55,175,167,GRADUADO
23,10,58,55,175,167,GRADUADO
18,1,4,4,13,13,ACTIVO
21,1,4,4,13,13,ACTIVO
22,3,29,12,93,39,DESERTOR
23,1,5,0,16,0,DESERTOR
26,5,54,27,168,82,ACTIVO
23,10,55,52,165,156,ACTIVO
23,10,55,52,165,156,ACTIVO
20,1,5,1,16,3,DESERTOR
22,2,22,8,71,24,ACTIVO
31,9,80,42,251,128,ACTIVO
23,10,64,61,170,165,ACTIVO
33,1,6,2,17,4,DESERTOR
31,5,16,8,47,25,DESERTOR
30,4,28,18,91,57,ACTIVO
27,5,32,30,98,89,DESERTOR
29,4,32,28,96,82,DESERTOR
29,1,4,1,13,3,DESERTOR
35,6,46,25,140,76,ACTIVO
26,1,5,0,16,0,DESERTOR
23,1,5,1,16,3,DESERTOR
30,2,15,11,43,30,DESERTOR
40,10,50,38,138,100,GRADUADO
44,4,5,4,16,13,DESERTOR
32,10,54,53,158,154,GRADUADO
32,10,54,53,158,154,GRADUADO
18,1,4,4,13,13,ACTIVO
34,9,20,19,20,19,GRADUADO
26,1,33,2,105,6,DESERTOR
23,4,37,15,119,46,ACTIVO
31,10,35,25,105,73,DESERTOR
23,6,42,31,131,96,ACTIVO
27,1,4,0,12,0,DESERTOR
31,5,29,12,82,33,ACTIVO
31,5,5,1,15,3,DESERTOR
28,1,5,3,15,7,DESERTOR
25,10,53,52,159,156,GRADUADO
25,10,53,52,159,156,GRADUADO
31,1,5,2,16,6,DESERTOR
28,10,84,49,260,147,GRADUADO
22,4,24,22,76,70,ACTIVO
24,3,23,13,74,40,ACTIVO
26,1,5,4,13,9,DESERTOR
24,1,6,0,17,0,DESERTOR
22,3,49,13,152,41,ACTIVO
27,3,18,9,57,28,ACTIVO
33,5,7,5,19,14,DESERTOR
27,10,73,59,215,170,GRADUADO
27,10,73,59,215,170,GRADUADO
23,4,33,22,107,70,ACTIVO
27,4,34,29,105,89,ACTIVO
20,5,30,26,94,82,ACTIVO
29,4,5,5,16,16,DESERTOR
27,2,14,6,45,19,DESERTOR
29,2,4,2,13,6,DESERTOR
27,1,6,1,17,3,DESERTOR
31,1,6,1,17,3,DESERTOR
37,1,10,6,28,18,DESERTOR
23,9,52,52,156,156,ACTIVO
23,9,52,52,156,156,ACTIVO
29,7,44,37,137,115,ACTIVO
40,3,3,0,10,0,DESERTOR
39,1,6,3,19,9,DESERTOR
33,9,35,31,96,82,GRADUADO
20,2,14,11,44,35,ACTIVO
22,1,5,5,16,16,DESERTOR
22,1,5,2,16,6,DESERTOR
46,10,3,3,3,3,GRADUADO
26,3,24,11,77,36,ACTIVO
26,1,4,2,12,6,DESERTOR
22,1,5,1,16,3,DESERTOR
25,1,5,1,16,3,DESERTOR
24,3,21,13,65,41,DESERTOR
25,1,5,4,16,13,DESERTOR
22,3,21,13,68,42,ACTIVO
23,10,39,38,113,110,ACTIVO
23,1,6,6,19,19,DESERTOR
20,2,10,7,32,22,ACTIVO
32,2,16,12,49,35,DESERTOR
23,7,5,5,15,15,ACTIVO
23,6,38,33,119,102,ACTIVO
24,1,15,2,47,6,DESERTOR
25,6,39,23,121,71,ACTIVO
21,1,10,2,32,6,ACTIVO
23,1,9,6,28,18,DESERTOR
25,10,64,61,183,173,GRADUADO
20,1,4,3,13,9,ACTIVO
27,2,5,3,16,9,ACTIVO
26,9,53,47,166,145,ACTIVO
22,1,28,3,103,10,ACTIVO
20,2,15,12,48,38,ACTIVO
22,1,5,2,16,7,DESERTOR
26,2,12,10,36,29,DESERTOR
27,1,11,3,35,9,DESERTOR
26,10,55,54,166,163,GRADUADO
29,10,60,50,182,145,GRADUADO
29,10,60,50,182,145,GRADUADO
19,1,5,2,16,7,ACTIVO
27,2,20,14,60,39,DESERTOR
20,1,5,2,16,6,DESERTOR
23,7,43,36,131,110,ACTIVO
35,4,6,4,19,12,DESERTOR
23,4,42,19,132,58,ACTIVO
29,10,42,41,122,117,GRADUADO
23,2,4,3,13,9,ACTIVO
21,1,5,0,16,0,DESERTOR
26,10,71,56,215,167,GRADUADO
26,10,71,56,215,167,GRADUADO
24,2,11,8,34,25,DESERTOR
23,3,14,10,44,31,ACTIVO
20,1,4,3,13,10,ACTIVO
25,1,6,1,19,3,DESERTOR
26,2,15,5,48,15,ACTIVO
67,6,36,32,113,100,ACTIVO
21,1,9,5,27,15,ACTIVO
27,8,28,27,85,82,ACTIVO
27,9,58,55,172,162,GRADUADO
24,9,59,52,178,156,ACTIVO
27,4,38,22,114,67,DESERTOR
22,5,43,28,134,86,ACTIVO
33,10,90,54,268,161,ACTIVO
26,2,11,8,29,19,DESERTOR
20,1,4,2,13,7,ACTIVO
19,2,13,5,42,16,ACTIVO
24,7,52,37,163,114,ACTIVO
21,4,24,21,77,67,ACTIVO
27,1,12,8,36,22,DESERTOR
21,1,5,0,16,0,DESERTOR
29,2,18,6,56,19,ACTIVO
27,10,56,48,167,142,GRADUADO
20,4,30,20,96,63,ACTIVO
23,2,30,9,97,28,ACTIVO
24,3,16,8,50,24,ACTIVO
35,9,34,33,96,90,GRADUADO
23,7,57,38,180,118,ACTIVO
21,1,4,4,13,13,ACTIVO
40,10,8,8,8,8,GRADUADO
40,10,8,8,8,8,GRADUADO
28,7,49,39,154,121,ACTIVO
22,5,34,30,107,94,ACTIVO
53,10,46,41,138,120,GRADUADO
23,1,4,4,13,13,ACTIVO
32,9,33,24,99,72,ACTIVO
20,1,7,4,22,12,ACTIVO
21,4,28,16,90,49,ACTIVO
23,1,5,0,15,0,DESERTOR
22,1,5,0,16,0,DESERTOR
27,2,6,0,19,0,DESERTOR
20,2,14,7,45,22,DESERTOR
26,1,9,5,29,15,ACTIVO
27,1,10,5,29,12,DESERTOR
28,9,63,55,189,164,GRADUADO
28,9,63,55,189,164,GRADUADO
34,10,38,26,113,77,GRADUADO
23,10,55,52,165,156,ACTIVO
23,9,61,52,183,156,ACTIVO
30,10,50,50,141,141,GRADUADO
23,1,5,5,16,16,DESERTOR
22,5,46,31,143,96,ACTIVO
29,10,48,47,139,136,GRADUADO
22,1,4,3,13,9,ACTIVO
29,4,8,3,25,10,DESERTOR
24,1,4,1,13,3,DESERTOR
23,4,29,18,93,58,ACTIVO
25,6,41,32,133,98,ACTIVO
20,5,31,26,97,82,ACTIVO
27,10,47,42,143,127,GRADUADO
27,10,47,42,143,127,GRADUADO
22,5,30,30,94,94,DESERTOR
21,2,17,9,55,27,ACTIVO
20,4,26,23,82,73,ACTIVO
28,2,35,6,108,17,DESERTOR
25,6,45,36,141,112,ACTIVO
19,1,5,2,16,6,ACTIVO
19,2,7,4,22,13,ACTIVO
23,10,66,65,170,169,GRADUADO
23,10,66,65,170,169,GRADUADO
23,10,66,65,170,169,GRADUADO
19,2,10,9,32,28,ACTIVO
31,1,11,4,32,9,DESERTOR
22,7,40,39,124,121,ACTIVO
34,1,4,2,13,6,ACTIVO
28,2,24,2,72,5,DESERTOR
28,2,6,0,18,0,DESERTOR
28,1,3,2,10,6,DESERTOR
21,3,26,17,84,54,ACTIVO
20,1,5,0,16,0,DESERTOR
42,10,58,36,173,102,GRADUADO
35,4,5,4,15,12,DESERTOR
24,3,20,18,63,56,DESERTOR
23,2,12,10,38,31,DESERTOR
18,2,11,9,35,28,ACTIVO
21,1,4,4,13,13,ACTIVO
26,4,11,6,34,18,DESERTOR
21,5,31,26,98,82,ACTIVO
22,6,38,34,118,106,ACTIVO
22,10,53,52,159,156,ACTIVO
26,4,34,18,108,58,ACTIVO
21,1,4,3,13,9,ACTIVO
24,4,40,15,124,46,DESERTOR
19,1,5,5,16,16,DESERTOR
22,1,10,7,32,22,ACTIVO
21,4,28,16,90,50,ACTIVO
24,1,5,1,16,3,DESERTOR
19,2,13,7,42,23,ACTIVO
20,3,17,11,54,34,ACTIVO
19,4,22,20,71,64,ACTIVO
37,5,45,26,141,80,ACTIVO
26,1,10,6,32,18,DESERTOR
27,1,6,0,17,0,DESERTOR
27,4,5,3,15,9,DESERTOR
23,4,29,20,92,63,ACTIVO
21,1,5,1,16,3,DESERTOR
23,1,4,2,13,6,ACTIVO
30,1,6,0,18,0,DESERTOR
22,1,14,5,45,15,DESERTOR
22,1,6,4,19,12,DESERTOR
21,3,22,14,71,44,ACTIVO
21,2,8,7,26,23,ACTIVO
22,5,29,27,91,85,ACTIVO
26,4,60,24,182,69,ACTIVO
22,1,4,4,13,13,ACTIVO
30,5,41,18,124,53,DESERTOR
31,10,23,22,61,58,GRADUADO
25,1,5,1,16,3,DESERTOR
30,10,52,48,149,142,GRADUADO
24,4,32,24,100,75,ACTIVO
26,2,32,6,99,19,ACTIVO
30,4,7,3,21,9,DESERTOR
35,10,64,46,194,135,GRADUADO
31,10,60,59,174,171,GRADUADO
24,1,4,0,12,0,DESERTOR
24,2,14,7,44,22,DESERTOR
28,10,40,40,115,115,GRADUADO
24,4,16,10,49,31,ACTIVO
22,1,9,6,29,18,ACTIVO
24,1,5,3,16,9,DESERTOR
28,1,6,0,17,0,DESERTOR
22,1,5,3,16,10,DESERTOR
22,1,10,3,32,9,DESERTOR
29,10,44,42,119,114,GRADUADO
29,10,44,42,119,114,GRADUADO
27,3,16,16,51,51,ACTIVO
22,4,36,21,116,65,ACTIVO
28,9,38,37,110,107,DESERTOR
28,9,38,37,110,107,DESERTOR
31,4,22,22,70,70,ACTIVO
25,1,10,3,32,9,DESERTOR
25,1,8,5,25,15,DESERTOR
24,2,7,6,23,19,ACTIVO
21,7,41,41,127,127,ACTIVO
23,8,43,42,134,130,ACTIVO
27,3,27,20,80,59,DESERTOR
26,3,26,17,77,47,DESERTOR
32,10,25,22,67,62,GRADUADO
26,6,34,30,108,94,ACTIVO
33,10,54,46,150,124,GRADUADO
22,3,20,13,65,42,DESERTOR
33,10,58,45,178,132,GRADUADO
34,10,22,17,60,49,GRADUADO
39,2,11,11,33,33,GRADUADO
39,2,11,11,33,33,GRADUADO
27,9,52,51,158,155,ACTIVO
22,1,4,0,13,0,DESERTOR
28,10,46,30,116,77,GRADUADO
20,1,9,5,29,16,ACTIVO
31,9,72,50,222,152,ACTIVO
30,10,62,49,187,148,GRADUADO
28,9,55,39,165,115,ACTIVO
33,10,68,55,204,159,GRADUADO
26,1,3,1,10,4,ACTIVO
28,2,10,9,32,29,DESERTOR
26,2,12,7,38,22,DESERTOR
29,10,57,50,171,148,GRADUADO
36,3,13,7,41,21,DESERTOR
26,1,11,3,30,7,DESERTOR
31,4,28,21,88,67,DESERTOR
38,1,9,9,25,25,DESERTOR
37,9,44,38,131,112,ACTIVO
21,3,24,13,78,41,ACTIVO
31,6,29,27,90,84,DESERTOR
27,10,42,38,124,114,ACTIVO
28,3,8,6,23,17,DESERTOR
30,3,22,12,70,39,ACTIVO
26,5,44,24,140,76,ACTIVO
33,9,36,33,106,98,GRADUADO
33,9,36,33,106,98,GRADUADO
26,2,9,6,29,19,DESERTOR
34,6,1,1,3,3,DESERTOR
28,9,62,35,188,106,ACTIVO
20,1,4,4,13,13,ACTIVO
24,7,41,38,127,117,ACTIVO
36,5,33,17,99,51,ACTIVO
26,2,16,10,51,32,DESERTOR
21,4,26,13,83,42,ACTIVO
29,10,41,41,117,117,GRADUADO
22,10,56,52,168,156,ACTIVO
37,1,5,5,15,15,DESERTOR
22,3,25,12,79,37,DESERTOR
36,10,41,31,118,86,GRADUADO
31,3,10,2,30,6,DESERTOR
36,10,53,50,152,143,GRADUADO
36,10,53,50,152,143,GRADUADO
34,10,34,31,96,86,GRADUADO
26,5,37,24,121,74,ACTIVO
26,10,71,58,208,170,GRADUADO
26,10,71,58,208,170,GRADUADO
23,6,50,32,159,98,ACTIVO
35,4,3,0,10,0,DESERTOR
32,1,25,1,80,2,DESERTOR
40,10,29,26,81,71,GRADUADO
22,3,24,15,77,47,ACTIVO
23,1,20,2,64,6,ACTIVO
36,9,55,54,162,158,GRADUADO
24,1,11,4,35,12,DESERTOR
22,1,16,3,52,9,DESERTOR
23,1,5,4,16,13,DESERTOR
25,1,5,2,16,6,DESERTOR
22,10,53,52,159,156,ACTIVO
26,5,25,25,79,79,ACTIVO
20,5,30,24,94,76,ACTIVO
18,2,10,9,32,29,ACTIVO
37,10,39,31,122,96,GRADUADO
17,10,12,12,35,35,GRADUADO
17,10,12,12,35,35,GRADUADO
19,3,20,10,64,32,ACTIVO
21,4,19,19,60,60,ACTIVO
31,1,6,2,19,6,DESERTOR
25,9,52,52,156,156,GRADUADO
25,9,52,52,156,156,GRADUADO
29,10,68,57,205,166,GRADUADO
29,10,68,57,205,166,GRADUADO
24,9,54,49,166,151,ACTIVO
41,5,23,15,68,40,DESERTOR
27,10,43,36,126,105,ACTIVO
67,1,8,4,25,12,DESERTOR
24,1,6,0,19,0,DESERTOR
30,2,41,13,126,36,DESERTOR
31,1,6,5,19,16,DESERTOR
31,3,50,14,160,42,ACTIVO
34,9,57,43,173,127,GRADUADO
28,10,62,61,174,172,GRADUADO
35,7,20,10,20,10,DESERTOR
22,1,3,2,10,6,ACTIVO
29,7,39,28,123,85,ACTIVO
23,1,5,4,16,13,DESERTOR
23,3,23,13,72,40,ACTIVO
22,3,20,12,64,39,DESERTOR
29,3,12,7,35,21,DESERTOR
22,1,4,4,13,13,ACTIVO
35,10,19,18,51,48,GRADUADO
26,10,69,60,202,175,GRADUADO
26,10,69,60,202,175,GRADUADO
33,4,8,2,27,6,DESERTOR
26,9,46,46,142,142,ACTIVO
22,3,23,13,75,41,DESERTOR
27,9,47,46,137,134,GRADUADO
30,2,10,5,32,16,DESERTOR
33,1,6,0,17,0,DESERTOR
28,10,40,40,116,116,GRADUADO
28,10,57,57,170,170,GRADUADO
28,10,77,57,231,166,GRADUADO
23,3,19,13,61,42,DESERTOR
36,8,69,49,214,150,ACTIVO
30,10,53,49,155,142,GRADUADO
27,1,5,0,16,0,DESERTOR
23,5,41,28,130,88,ACTIVO
29,10,47,40,138,116,GRADUADO
27,2,16,4,51,12,DESERTOR
18,1,4,4,13,13,ACTIVO
30,10,70,54,211,161,GRADUADO
22,3,24,17,76,54,ACTIVO
29,1,5,4,13,11,DESERTOR
28,1,5,4,16,12,DESERTOR
25,9,61,50,189,154,ACTIVO
23,10,59,55,180,165,GRADUADO
28,5,21,11,63,33,ACTIVO
25,6,32,29,100,91,ACTIVO
32,4,6,6,18,18,DESERTOR
23,1,4,4,13,13,ACTIVO
27,10,50,49,152,149,GRADUADO
25,5,26,15,82,47,ACTIVO
24,2,19,6,60,19,DESERTOR
23,4,24,20,76,64,DESERTOR
27,8,23,23,70,70,ACTIVO
23,2,9,8,29,26,ACTIVO
22,3,20,18,64,57,ACTIVO
24,1,4,1,13,3,ACTIVO
33,1,5,0,15,0,DESERTOR
25,10,49,43,150,130,DESERTOR
23,4,27,23,85,73,ACTIVO
24,1,6,1,19,3,DESERTOR
24,8,49,45,150,139,ACTIVO
26,5,49,27,153,84,ACTIVO
25,7,41,36,127,112,ACTIVO
22,6,38,35,118,109,ACTIVO
24,2,18,13,58,41,ACTIVO
19,4,20,20,64,64,ACTIVO
25,4,42,25,131,79,DESERTOR
26,10,56,48,164,139,GRADUADO
26,10,56,48,164,139,GRADUADO
28,10,42,42,117,117,GRADUADO
28,10,42,42,117,117,GRADUADO
22,1,9,3,29,10,DESERTOR
28,4,27,21,85,63,DESERTOR
23,2,26,6,83,19,ACTIVO
22,5,40,30,127,94,ACTIVO
26,3,20,17,65,54,ACTIVO
32,7,26,26,78,78,ACTIVO
19,1,5,4,16,12,ACTIVO
23,4,25,21,78,66,ACTIVO
21,1,10,7,32,22,ACTIVO
20,4,5,0,16,0,ACTIVO
20,3,27,15,87,47,ACTIVO
26,2,16,4,53,13,ACTIVO
43,10,44,31,129,90,DESERTOR
26,2,20,7,63,21,DESERTOR
21,1,20,6,64,19,ACTIVO
38,9,53,40,162,119,GRADUADO
32,2,3,0,11,0,DESERTOR
27,3,45,16,138,48,DESERTOR
18,1,9,5,29,16,ACTIVO
22,2,13,7,41,22,DESERTOR
26,7,60,43,181,131,ACTIVO
30,3,37,13,112,37,DESERTOR
25,1,5,2,15,5,DESERTOR
26,1,8,3,26,9,DESERTOR
19,1,4,2,13,6,ACTIVO
18,1,10,6,32,19,ACTIVO
28,4,34,26,106,81,ACTIVO
33,10,29,27,84,78,GRADUADO
24,2,22,12,70,38,DESERTOR
30,1,11,7,31,19,DESERTOR
28,3,22,15,66,47,DESERTOR
24,1,5,0,16,0,DESERTOR
40,5,6,6,17,17,DESERTOR
30,10,54,46,163,138,GRADUADO
30,10,54,46,163,138,GRADUADO
22,1,5,2,16,6,DESERTOR
30,3,36,17,115,54,DESERTOR
32,10,49,42,145,122,GRADUADO
23,5,36,27,111,83,ACTIVO
22,1,5,5,16,16,DESERTOR
28,4,23,18,74,58,DESERTOR
31,5,38,22,119,66,DESERTOR
23,10,55,52,165,156,GRADUADO
23,10,55,52,165,156,GRADUADO
20,5,24,24,76,76,ACTIVO
23,10,57,53,172,159,ACTIVO
26,10,63,56,187,165,GRADUADO
24,1,11,3,34,9,DESERTOR
27,10,55,51,165,155,ACTIVO
26,2,18,10,54,27,DESERTOR
34,1,23,3,75,9,ACTIVO
26,4,28,21,88,65,ACTIVO
26,2,4,2,12,6,DESERTOR
31,1,5,0,16,0,DESERTOR
26,1,10,4,31,11,DESERTOR
30,10,43,33,126,96,GRADUADO
33,10,52,43,153,126,GRADUADO
36,1,6,0,17,0,DESERTOR
34,10,33,28,87,76,GRADUADO
33,10,9,9,25,25,GRADUADO
30,1,6,5,17,15,DESERTOR
29,10,35,35,100,100,GRADUADO
29,10,35,35,100,100,GRADUADO
23,2,14,5,45,16,DESERTOR
28,3,5,3,16,9,DESERTOR
23,6,43,33,135,102,ACTIVO
28,1,5,4,16,13,DESERTOR
28,10,68,57,203,165,GRADUADO
28,10,68,57,203,165,GRADUADO
21,1,4,3,13,10,ACTIVO
22,4,22,18,71,56,ACTIVO
25,8,52,45,160,139,ACTIVO
25,3,40,13,123,39,DESERTOR
28,1,11,2,32,5,DESERTOR
26,2,17,8,51,21,DESERTOR
19,1,5,4,16,12,ACTIVO
19,1,5,2,16,6,ACTIVO
33,10,34,33,100,96,GRADUADO
33,10,34,33,100,96,GRADUADO
22,1,5,0,16,0,DESERTOR
22,2,13,6,40,18,ACTIVO
38,10,51,49,150,143,GRADUADO
27,1,3,0,10,0,DESERTOR
34,10,10,10,27,27,GRADUADO
25,4,14,8,43,25,DESERTOR
25,4,20,15,64,48,ACTIVO
25,6,18,18,56,56,ACTIVO
29,10,77,59,230,170,GRADUADO
28,10,52,51,159,156,GRADUADO
30,1,6,0,17,0,DESERTOR
35,1,5,0,13,0,DESERTOR
27,10,47,41,138,119,GRADUADO
32,10,52,45,139,120,GRADUADO
29,1,10,2,32,6,DESERTOR
27,10,66,57,201,170,ACTIVO
34,10,2,2,2,2,GRADUADO
32,2,11,9,32,26,DESERTOR
28,6,45,34,137,103,DESERTOR
19,3,4,3,13,9,ACTIVO
19,2,10,9,32,29,ACTIVO
31,9,61,57,181,167,GRADUADO
28,1,5,1,13,2,DESERTOR
27,3,15,13,48,41,DESERTOR
25,1,5,0,16,0,DESERTOR
25,5,45,28,141,87,ACTIVO
29,10,49,43,130,113,GRADUADO
23,10,54,53,163,159,ACTIVO
27,2,26,12,78,32,DESERTOR
31,10,64,59,189,174,GRADUADO
34,1,6,0,17,0,DESERTOR
23,2,18,9,57,28,DESERTOR
25,2,9,5,29,16,DESERTOR
23,8,46,46,142,142,ACTIVO
26,8,55,42,170,130,ACTIVO
27,9,40,39,114,110,GRADUADO
27,3,7,5,22,16,DESERTOR
32,2,19,13,57,35,DESERTOR
27,1,10,7,32,22,ACTIVO
22,2,15,6,47,18,ACTIVO
24,1,6,2,19,6,DESERTOR
27,1,5,3,16,9,DESERTOR
31,3,13,7,42,22,ACTIVO
31,10,2,2,2,2,GRADUADO
36,1,6,1,17,2,DESERTOR
67,3,31,17,100,54,ACTIVO
24,4,4,2,13,7,ACTIVO
25,2,12,6,38,19,DESERTOR
34,1,2,1,5,3,DESERTOR
25,10,78,60,227,168,GRADUADO
25,10,78,60,227,168,GRADUADO
29,10,50,49,153,150,GRADUADO
21,3,30,12,96,37,ACTIVO
31,7,53,29,157,85,DESERTOR
20,3,20,14,64,44,ACTIVO
34,4,6,6,19,19,DESERTOR
36,4,5,4,15,12,DESERTOR
30,3,14,3,44,9,ACTIVO
29,1,8,3,25,9,DESERTOR
21,3,15,15,48,48,ACTIVO
30,1,11,9,33,28,DESERTOR
23,1,5,0,16,0,DESERTOR
25,2,10,9,32,28,ACTIVO
27,1,5,0,16,0,DESERTOR
26,1,11,2,33,4,DESERTOR
28,7,20,17,60,51,ACTIVO
20,4,32,22,99,68,ACTIVO
36,1,6,6,19,19,DESERTOR
35,10,42,30,122,85,GRADUADO
35,10,42,30,122,85,GRADUADO
29,2,9,6,30,20,DESERTOR
28,10,69,49,210,146,GRADUADO
29,10,52,43,155,127,ACTIVO
33,9,45,35,133,102,ACTIVO
27,8,22,22,66,66,ACTIVO
29,10,39,35,109,97,GRADUADO
42,10,2,2,2,2,GRADUADO
30,1,6,0,19,0,DESERTOR
24,1,6,4,19,12,DESERTOR
31,10,60,51,179,153,GRADUADO
31,10,60,51,179,153,GRADUADO
21,2,11,5,36,16,ACTIVO
34,3,6,5,15,12,DESERTOR
23,6,41,33,128,102,ACTIVO
36,4,5,1,15,2,DESERTOR
26,10,86,59,252,168,GRADUADO
22,4,27,19,84,60,ACTIVO
31,9,56,42,167,124,GRADUADO
21,1,5,0,16,0,DESERTOR
27,2,24,12,72,33,DESERTOR
30,2,19,10,63,32,DESERTOR
33,10,69,59,204,174,GRADUADO
31,6,5,3,16,10,DESERTOR
31,9,54,54,161,161,GRADUADO
24,4,36,22,114,69,DESERTOR
36,10,2,2,2,2,GRADUADO
32,1,5,5,16,16,DESERTOR
28,10,47,45,136,131,GRADUADO
36,5,20,18,60,54,DESERTOR
21,1,13,7,42,22,ACTIVO
18,1,4,4,13,13,ACTIVO
27,10,57,51,174,155,GRADUADO
