@relation 'Desercion_Academica-weka.filters.AllFilter-weka.filters.unsupervised.attribute.Remove-R1-3,10-12'

@attribute Edad numeric
@attribute Semestre numeric
@attribute AsignaturasCursadas numeric
@attribute AsignaturasAprobadas numeric
@attribute CreditosCursados numeric
@attribute CreditosAprobados numeric
@attribute Estado {GRADUADO,DESERTOR,ACTIVO}

@data
21,10,23,23,67,67,ACTIVO
34,3,21,16,61,46,DESERTOR
27,10,59,55,167,154,GRADUADO
21,2,8,5,26,16,ACTIVO
45,1,6,0,16,0,DESERTOR
35,10,61,54,176,155,GRADUADO
37,5,2,2,5,5,DESERTOR
22,1,8,4,27,12,DESERTOR
21,1,5,2,16,6,DESERTOR
40,10,11,11,11,11,GRADUADO
30,4,6,6,17,17,DESERTOR
28,8,45,35,134,104,ACTIVO
40,10,13,13,13,13,GRADUADO
34,10,60,57,171,162,GRADUADO
28,7,38,33,116,102,ACTIVO
27,7,38,34,118,106,ACTIVO
34,10,36,32,103,90,GRADUADO
42,1,1,1,1,1,GRADUADO
20,2,14,8,45,26,ACTIVO
25,1,5,0,13,0,DESERTOR
31,10,29,22,76,60,GRADUADO
38,10,10,4,10,4,DESERTOR
26,6,63,30,192,89,ACTIVO
21,7,37,33,115,103,ACTIVO
33,9,51,36,148,106,ACTIVO
27,5,9,5,29,16,DESERTOR
35,10,34,32,93,87,GRADUADO
35,10,34,32,93,87,GRADUADO
42,10,12,12,12,12,GRADUADO
20,1,8,3,26,10,ACTIVO
31,2,10,4,29,11,DESERTOR
31,10,14,14,14,14,GRADUADO
33,10,38,26,95,68,GRADUADO
36,3,7,5,16,11,DESERTOR
25,8,51,41,149,120,DESERTOR
22,6,56,27,179,84,ACTIVO
23,6,20,18,64,58,ACTIVO
35,10,66,51,194,148,ACTIVO
42,2,4,0,10,0,DESERTOR
28,8,62,40,180,114,ACTIVO
30,1,5,4,14,12,DESERTOR
25,2,15,13,48,42,ACTIVO
27,7,39,33,121,103,ACTIVO
25,1,3,0,9,0,DESERTOR
23,5,42,21,135,67,ACTIVO
31,8,50,34,150,101,ACTIVO
20,3,16,16,50,50,ACTIVO
19,2,11,11,34,34,ACTIVO
27,3,23,15,63,39,DESERTOR
25,2,10,10,33,33,ACTIVO
31,2,5,4,14,11,DESERTOR
27,4,15,5,47,15,ACTIVO
22,7,40,33,127,103,ACTIVO
33,10,18,16,18,16,GRADUADO
19,2,10,7,32,22,ACTIVO
27,10,70,50,199,141,ACTIVO
30,7,52,40,149,109,ACTIVO
27,3,5,2,16,6,ACTIVO
22,2,5,1,16,3,ACTIVO
26,1,6,1,16,2,DESERTOR
19,1,4,4,13,13,ACTIVO
21,10,38,28,112,80,ACTIVO
25,10,70,49,209,148,ACTIVO
29,6,21,19,66,60,ACTIVO
19,1,4,1,13,3,ACTIVO
24,10,66,59,169,158,DESERTOR
20,1,4,2,13,6,ACTIVO
23,6,13,13,39,39,ACTIVO
26,1,4,3,12,9,DESERTOR
30,9,39,33,110,92,GRADUADO
31,5,39,10,114,27,DESERTOR
32,1,6,0,16,0,DESERTOR
38,10,3,2,3,2,GRADUADO
27,9,77,48,226,138,ACTIVO
27,9,65,42,192,122,ACTIVO
36,9,56,28,161,82,ACTIVO
28,3,15,4,44,11,DESERTOR
38,10,8,8,8,8,DESERTOR
35,10,40,35,118,103,GRADUADO
30,1,5,2,13,6,DESERTOR
31,10,62,49,170,137,GRADUADO
36,9,56,42,169,125,ACTIVO
33,10,2,2,2,2,GRADUADO
35,2,11,7,36,22,DESERTOR
29,1,6,0,16,0,DESERTOR
25,1,10,3,30,9,ACTIVO
30,10,11,10,11,10,GRADUADO
36,10,12,12,12,12,GRADUADO
27,9,56,45,167,134,ACTIVO
35,2,3,1,8,2,DESERTOR
26,5,12,7,35,19,DESERTOR
31,3,5,3,12,6,DESERTOR
23,2,6,3,18,9,ACTIVO
29,5,60,26,185,76,ACTIVO
29,1,8,4,21,11,DESERTOR
21,6,38,31,120,97,ACTIVO
22,1,6,2,19,6,DESERTOR
23,5,43,29,137,91,ACTIVO
38,4,6,4,18,12,DESERTOR
21,1,8,0,26,0,ACTIVO
21,4,6,6,19,19,ACTIVO
28,9,54,45,158,127,GRADUADO
33,6,41,15,124,40,DESERTOR
37,10,50,39,145,112,ACTIVO
29,5,43,19,130,54,ACTIVO
30,3,6,3,16,7,DESERTOR
21,1,5,0,16,0,ACTIVO
35,10,25,23,65,59,GRADUADO
28,10,60,54,167,152,GRADUADO
33,9,41,30,122,87,DESERTOR
22,3,4,4,13,13,ACTIVO
23,1,12,3,38,9,DESERTOR
19,2,12,4,38,13,ACTIVO
26,2,10,4,30,12,ACTIVO
20,1,4,4,13,13,ACTIVO
28,7,43,32,133,100,ACTIVO
27,3,22,10,71,32,DESERTOR
23,8,28,25,89,79,ACTIVO
23,9,54,46,168,141,ACTIVO
30,10,23,21,65,58,GRADUADO
30,10,23,21,65,58,GRADUADO
23,1,8,2,26,6,DESERTOR
23,10,49,49,147,147,ACTIVO
32,7,41,21,110,59,ACTIVO
22,1,5,2,16,6,DESERTOR
22,2,10,6,32,19,ACTIVO
31,5,22,16,64,46,DESERTOR
19,1,8,3,26,9,ACTIVO
31,6,21,20,61,57,DESERTOR
26,1,6,4,16,12,DESERTOR
34,9,56,49,165,146,ACTIVO
22,1,5,2,15,6,DESERTOR
26,5,47,30,139,87,ACTIVO
27,1,6,2,16,5,DESERTOR
28,1,4,2,14,6,DESERTOR
24,1,5,3,16,9,ACTIVO
23,2,37,7,118,22,ACTIVO
27,4,29,20,94,63,ACTIVO
26,6,19,15,61,47,ACTIVO
29,2,7,7,16,16,DESERTOR
31,10,50,45,142,127,GRADUADO
26,6,64,31,191,94,ACTIVO
26,8,52,39,161,120,ACTIVO
25,3,22,12,65,36,ACTIVO
32,10,40,37,109,101,GRADUADO
30,10,57,46,165,132,GRADUADO
31,1,6,1,16,2,DESERTOR
26,3,15,9,48,29,ACTIVO
29,10,54,53,156,153,GRADUADO
29,10,54,53,156,153,GRADUADO
33,1,2,0,7,0,DESERTOR
35,10,10,10,10,10,GRADUADO
38,1,5,0,16,0,DESERTOR
21,2,15,13,49,42,ACTIVO
33,7,36,19,104,53,DESERTOR
29,6,6,6,18,18,DESERTOR
26,10,55,52,159,151,GRADUADO
26,10,55,52,159,151,GRADUADO
27,8,48,39,140,111,DESERTOR
22,4,25,23,70,68,ACTIVO
31,10,61,59,169,166,GRADUADO
22,3,17,13,53,40,ACTIVO
21,4,21,20,67,64,ACTIVO
31,5,6,6,19,19,DESERTOR
28,9,52,46,152,133,GRADUADO
32,9,40,32,108,91,DESERTOR
19,1,4,4,13,13,ACTIVO
24,3,21,10,69,33,ACTIVO
31,10,51,46,148,133,GRADUADO
29,10,42,40,120,114,GRADUADO
34,7,14,13,42,39,ACTIVO
32,9,4,4,4,4,GRADUADO
26,1,10,5,26,12,DESERTOR
34,10,39,30,114,82,GRADUADO
25,5,48,30,150,93,ACTIVO
27,8,29,22,92,70,ACTIVO
12,10,38,34,111,97,GRADUADO
21,3,21,10,68,31,ACTIVO
31,1,5,0,16,0,DESERTOR
30,6,50,30,156,93,ACTIVO
29,10,56,40,161,113,GRADUADO
34,7,39,16,114,46,DESERTOR
28,1,9,5,24,13,DESERTOR
26,3,5,0,15,0,DESERTOR
28,10,40,39,115,110,GRADUADO
17,10,46,35,118,91,GRADUADO
38,10,22,19,65,51,GRADUADO
32,10,32,28,89,77,GRADUADO
40,7,44,26,134,79,ACTIVO
30,5,17,12,51,35,DESERTOR
27,9,57,56,157,154,GRADUADO
29,1,6,0,16,0,DESERTOR
22,1,9,2,29,6,DESERTOR
37,6,19,10,51,26,DESERTOR
34,7,13,8,36,23,DESERTOR
32,4,21,18,66,57,ACTIVO
29,1,6,1,16,2,DESERTOR
26,1,18,6,49,17,DESERTOR
27,2,6,6,18,18,ACTIVO
32,10,11,8,11,8,GRADUADO
41,10,71,34,207,98,ACTIVO
38,10,64,60,181,167,GRADUADO
38,10,64,60,181,167,GRADUADO
27,9,43,40,116,107,GRADUADO
26,6,67,28,204,84,ACTIVO
28,10,53,47,150,133,GRADUADO
28,5,57,24,175,72,ACTIVO
21,1,4,4,13,13,ACTIVO
24,10,66,55,183,151,ACTIVO
33,4,20,9,56,23,DESERTOR
28,9,64,42,190,122,ACTIVO
23,9,54,48,164,146,GRADUADO
23,9,54,48,164,146,GRADUADO
30,7,46,34,144,106,ACTIVO
30,7,43,20,129,59,ACTIVO
30,5,15,7,49,24,DESERTOR
29,3,8,3,27,9,DESERTOR
29,9,55,55,156,156,GRADUADO
18,1,2,0,7,0,ACTIVO
27,4,6,6,20,20,ACTIVO
28,9,54,42,158,123,DESERTOR
31,6,29,28,84,81,DESERTOR
33,10,5,4,5,4,GRADUADO
41,10,9,7,9,7,GRADUADO
41,10,9,7,9,7,GRADUADO
39,10,37,30,104,83,ACTIVO
29,10,41,36,114,100,GRADUADO
18,1,4,4,13,13,ACTIVO
25,5,39,26,116,77,ACTIVO
33,6,29,10,85,28,DESERTOR
23,10,61,58,168,159,GRADUADO
23,10,61,58,168,159,GRADUADO
27,2,17,13,45,32,DESERTOR
26,1,2,0,6,0,ACTIVO
26,1,6,3,19,9,DESERTOR
19,4,7,6,22,19,ACTIVO
19,2,17,13,56,42,ACTIVO
31,10,15,13,15,13,GRADUADO
18,1,5,3,16,9,ACTIVO
28,4,27,17,80,49,DESERTOR
26,10,60,54,171,154,GRADUADO
24,1,4,4,13,13,ACTIVO
27,1,12,6,34,15,DESERTOR
23,7,27,21,85,66,ACTIVO
25,4,8,4,26,12,DESERTOR
20,1,5,1,16,3,ACTIVO
24,3,17,11,54,34,DESERTOR
26,10,50,47,153,145,GRADUADO
28,9,72,53,209,154,DESERTOR
33,1,4,4,11,11,DESERTOR
20,1,6,3,20,10,ACTIVO
24,1,5,2,12,5,DESERTOR
27,6,47,29,141,90,ACTIVO
21,3,24,14,76,45,ACTIVO
24,4,5,3,17,10,DESERTOR
21,6,35,31,113,97,ACTIVO
29,3,18,14,58,45,ACTIVO
67,5,35,23,112,73,ACTIVO
26,5,6,5,18,15,ACTIVO
30,2,2,1,4,2,DESERTOR
24,2,10,9,32,29,ACTIVO
24,1,4,2,13,7,DESERTOR
29,3,3,0,10,0,DESERTOR
18,2,10,10,33,33,ACTIVO
21,6,37,33,115,101,ACTIVO
25,1,4,4,13,13,ACTIVO
30,9,56,44,170,134,ACTIVO
36,10,24,17,24,17,GRADUADO
21,3,28,18,90,58,ACTIVO
31,5,7,4,23,12,DESERTOR
26,4,8,5,26,15,DESERTOR
20,3,21,18,69,58,ACTIVO
31,6,23,13,65,36,DESERTOR
22,2,2,0,6,0,DESERTOR
18,1,4,4,13,13,ACTIVO
23,5,24,15,82,49,ACTIVO
43,10,5,5,5,5,GRADUADO
21,2,10,6,32,19,DESERTOR
12,6,7,4,18,10,DESERTOR
32,10,68,48,200,141,ACTIVO
29,1,5,0,16,0,DESERTOR
27,3,26,19,70,53,DESERTOR
20,1,4,1,13,3,ACTIVO
25,4,13,13,41,41,DESERTOR
19,1,4,4,12,12,ACTIVO
19,1,5,3,16,9,ACTIVO
23,1,9,3,28,10,DESERTOR
22,6,33,30,98,93,ACTIVO
33,10,17,17,17,17,GRADUADO
31,1,6,0,16,0,DESERTOR
26,4,49,20,153,61,DESERTOR
39,5,18,14,55,43,DESERTOR
26,1,4,3,13,10,DESERTOR
24,1,5,2,12,5,DESERTOR
28,10,68,64,184,170,GRADUADO
22,1,7,5,23,16,ACTIVO
27,9,70,51,207,148,ACTIVO
25,4,18,15,55,46,ACTIVO
27,1,18,9,54,25,DESERTOR
34,10,17,15,17,15,GRADUADO
20,1,4,1,13,3,ACTIVO
28,9,66,41,203,122,ACTIVO
29,1,5,2,13,6,DESERTOR
22,2,16,10,52,32,DESERTOR
23,1,3,0,9,0,ACTIVO
22,5,10,10,31,31,ACTIVO
21,1,4,4,13,13,ACTIVO
30,10,53,44,151,125,GRADUADO
28,3,15,10,48,32,DESERTOR
31,3,25,16,76,49,DESERTOR
37,10,52,40,147,113,ACTIVO
19,1,5,2,16,6,ACTIVO
27,1,15,5,39,14,DESERTOR
21,1,13,5,42,15,ACTIVO
25,1,5,2,16,6,DESERTOR
23,1,5,5,16,16,ACTIVO
26,10,56,48,170,146,DESERTOR
24,6,46,27,144,85,ACTIVO
26,3,30,15,88,42,DESERTOR
33,9,59,57,164,158,GRADUADO
33,9,56,38,167,110,GRADUADO
33,10,37,25,106,71,GRADUADO
28,1,6,6,16,16,DESERTOR
24,1,5,3,16,9,DESERTOR
32,1,12,11,32,28,DESERTOR
24,4,7,5,23,15,ACTIVO
31,9,67,55,192,152,GRADUADO
27,8,46,41,140,126,ACTIVO
37,10,2,2,2,2,GRADUADO
23,2,9,9,29,29,ACTIVO
36,10,35,29,94,76,GRADUADO
28,5,35,23,113,73,ACTIVO
31,3,3,2,10,6,DESERTOR
26,2,12,6,32,16,DESERTOR
34,10,8,8,8,8,GRADUADO
35,10,37,30,105,84,GRADUADO
33,10,2,2,2,2,GRADUADO
33,10,2,2,2,2,GRADUADO
19,1,4,4,13,13,ACTIVO
34,10,3,2,3,2,GRADUADO
26,2,7,5,23,15,ACTIVO
29,4,15,10,44,29,DESERTOR
29,4,4,0,13,0,DESERTOR
35,9,58,27,170,75,ACTIVO
28,2,30,12,80,31,DESERTOR
29,8,34,28,99,81,DESERTOR
31,10,61,53,177,153,GRADUADO
31,10,61,53,177,153,GRADUADO
29,6,23,11,72,35,ACTIVO
19,1,5,3,16,9,ACTIVO
25,10,66,60,181,168,GRADUADO
25,10,66,60,181,168,GRADUADO
32,9,10,9,10,9,GRADUADO
21,1,10,0,32,0,DESERTOR
19,3,19,17,62,55,ACTIVO
25,3,24,19,65,51,DESERTOR
24,5,41,17,132,52,ACTIVO
30,5,37,32,112,97,DESERTOR
31,10,41,31,116,86,GRADUADO
29,4,14,13,42,39,DESERTOR
29,4,17,14,44,37,DESERTOR
35,2,21,11,62,31,DESERTOR
25,2,17,8,47,20,DESERTOR
24,2,17,11,55,35,ACTIVO
36,10,35,35,97,97,GRADUADO
21,7,40,38,122,116,ACTIVO
32,10,45,40,120,105,GRADUADO
21,1,5,1,16,3,DESERTOR
31,10,44,35,124,98,GRADUADO
34,6,14,6,42,17,DESERTOR
26,2,23,12,73,39,DESERTOR
42,5,11,3,32,8,DESERTOR
27,10,63,59,178,166,GRADUADO
23,7,38,31,116,97,ACTIVO
26,2,12,7,37,22,DESERTOR
21,1,4,4,13,13,ACTIVO
20,3,21,14,68,44,ACTIVO
33,3,17,17,54,54,ACTIVO
28,10,53,48,154,137,GRADUADO
20,1,4,1,13,4,ACTIVO
28,1,5,1,16,3,DESERTOR
31,10,76,52,223,150,ACTIVO
26,9,63,55,176,156,GRADUADO
26,1,6,3,19,9,DESERTOR
24,1,10,4,32,12,DESERTOR
36,10,21,20,63,57,GRADUADO
27,2,17,9,55,29,ACTIVO
28,1,12,8,32,18,DESERTOR
32,1,11,9,30,24,DESERTOR
20,3,16,16,50,50,ACTIVO
34,4,2,0,5,0,DESERTOR
40,5,29,28,83,80,DESERTOR
42,9,42,39,129,120,ACTIVO
26,10,72,55,207,158,DESERTOR
26,10,72,55,207,158,DESERTOR
28,7,54,36,165,107,ACTIVO
22,2,13,6,42,19,DESERTOR
29,3,18,18,52,52,DESERTOR
32,10,14,9,30,23,GRADUADO
26,9,64,63,184,182,GRADUADO
22,5,16,16,51,51,ACTIVO
23,1,6,5,19,16,DESERTOR
28,6,27,24,79,69,DESERTOR
31,10,57,50,162,140,GRADUADO
41,5,6,2,20,6,DESERTOR
26,9,56,48,166,141,DESERTOR
35,3,18,17,51,47,DESERTOR
21,5,31,27,99,85,ACTIVO
26,9,47,44,145,136,ACTIVO
34,10,57,53,165,151,GRADUADO
54,5,4,4,12,12,DESERTOR
33,3,3,0,9,0,DESERTOR
31,3,14,3,46,9,ACTIVO
35,3,6,1,20,3,DESERTOR
12,6,6,5,19,16,ACTIVO
31,10,38,33,108,91,GRADUADO
31,10,38,33,108,91,GRADUADO
29,7,49,35,141,99,ACTIVO
32,10,20,17,20,17,GRADUADO
31,10,60,50,169,139,GRADUADO
31,10,60,50,169,139,GRADUADO
28,3,22,10,73,34,DESERTOR
35,10,73,55,210,158,ACTIVO
21,3,1,0,3,0,ACTIVO
41,10,45,34,129,95,GRADUADO
30,3,20,4,64,11,DESERTOR
29,1,7,4,16,8,DESERTOR
27,10,52,47,159,145,ACTIVO
33,1,6,0,16,0,DESERTOR
12,10,12,12,12,12,GRADUADO
35,10,11,11,11,11,GRADUADO
38,4,2,1,5,3,DESERTOR
36,5,6,4,16,11,DESERTOR
33,4,28,17,87,46,DESERTOR
28,10,36,33,112,103,ACTIVO
25,1,5,0,16,0,DESERTOR
32,1,6,5,16,13,DESERTOR
29,1,10,7,26,18,DESERTOR
42,8,26,9,58,19,DESERTOR
42,5,7,4,17,11,DESERTOR
34,3,18,6,51,18,DESERTOR
34,1,11,7,29,17,DESERTOR
29,1,5,2,16,6,DESERTOR
36,10,16,13,16,13,GRADUADO
36,10,16,13,16,13,GRADUADO
42,10,11,9,11,9,GRADUADO
29,10,54,36,129,81,DESERTOR
28,8,51,45,147,127,DESERTOR
29,1,3,0,10,0,DESERTOR
38,10,30,23,90,64,GRADUADO
39,7,35,30,108,93,ACTIVO
30,10,68,59,196,167,GRADUADO
39,1,5,1,16,3,DESERTOR
30,10,69,39,211,117,ACTIVO
37,10,18,17,18,17,GRADUADO
28,10,71,54,203,155,GRADUADO
28,10,71,54,203,155,GRADUADO
20,1,9,0,29,0,ACTIVO
20,1,8,4,26,13,ACTIVO
34,10,52,49,157,149,GRADUADO
34,10,52,49,157,149,GRADUADO
27,7,41,33,129,103,ACTIVO
30,1,4,1,11,2,DESERTOR
32,10,44,28,123,78,GRADUADO
31,10,33,29,91,79,GRADUADO
32,3,3,0,8,0,DESERTOR
29,10,58,46,162,125,GRADUADO
28,10,59,58,168,165,GRADUADO
28,10,59,58,168,165,GRADUADO
28,4,10,10,25,25,DESERTOR
30,9,52,45,149,132,DESERTOR
42,2,14,14,46,46,ACTIVO
18,2,10,9,32,29,ACTIVO
30,7,27,22,77,63,ACTIVO
23,5,37,26,118,82,ACTIVO
19,1,8,7,26,22,ACTIVO
25,1,11,0,35,0,DESERTOR
27,3,25,14,75,40,DESERTOR
18,2,14,14,45,45,ACTIVO
36,10,34,32,100,94,GRADUADO
36,10,34,32,100,94,GRADUADO
27,3,36,16,102,46,DESERTOR
35,2,16,9,47,23,DESERTOR
35,5,33,22,104,70,ACTIVO
28,2,13,7,34,17,DESERTOR
29,10,59,51,172,148,GRADUADO
25,10,55,27,153,69,ACTIVO
28,2,11,10,24,22,DESERTOR
39,10,10,8,10,8,GRADUADO
19,1,11,7,29,18,DESERTOR
34,9,63,49,186,142,ACTIVO
30,1,17,7,41,16,DESERTOR
45,10,25,25,72,72,GRADUADO
35,6,12,8,27,21,DESERTOR
33,1,8,3,24,9,DESERTOR
33,7,36,11,111,28,ACTIVO
35,8,37,23,109,65,DESERTOR
24,1,5,0,16,0,DESERTOR
21,1,4,0,13,0,ACTIVO
30,2,11,11,30,30,DESERTOR
34,10,59,53,171,153,GRADUADO
34,10,59,53,171,153,GRADUADO
30,10,19,19,54,48,GRADUADO
27,1,6,1,19,3,DESERTOR
32,10,1,1,1,1,DESERTOR
37,4,5,0,16,0,DESERTOR
35,10,14,14,14,14,GRADUADO
23,7,42,34,126,106,ACTIVO
23,5,15,15,48,48,ACTIVO
30,10,45,43,131,124,GRADUADO
30,10,45,43,131,124,GRADUADO
23,1,5,2,16,6,DESERTOR
23,8,46,35,146,109,ACTIVO
37,6,48,31,140,89,ACTIVO
27,1,4,0,11,0,DESERTOR
36,10,2,2,2,2,GRADUADO
30,4,44,19,127,52,DESERTOR
24,3,18,12,57,38,DESERTOR
21,1,4,4,13,13,ACTIVO
42,6,19,16,57,48,DESERTOR
21,1,4,1,13,3,ACTIVO
23,2,16,6,53,19,ACTIVO
29,10,39,33,113,92,GRADUADO
33,9,21,21,64,64,ACTIVO
18,2,10,10,32,32,ACTIVO
29,2,18,7,55,21,DESERTOR
33,5,8,2,24,6,ACTIVO
30,10,48,45,140,135,GRADUADO
24,1,5,0,16,0,DESERTOR
20,3,20,19,65,61,ACTIVO
26,2,18,12,50,31,DESERTOR
20,10,49,43,123,109,ACTIVO
32,1,4,3,12,8,DESERTOR
44,3,14,13,45,42,DESERTOR
31,6,35,12,103,35,ACTIVO
21,3,20,15,64,48,ACTIVO
34,4,66,21,201,64,ACTIVO
26,10,69,65,192,182,GRADUADO
29,3,21,21,61,61,DESERTOR
25,6,32,30,100,94,ACTIVO
42,4,3,0,8,0,DESERTOR
36,10,3,2,3,2,GRADUADO
31,10,61,53,181,155,GRADUADO
18,1,4,1,13,4,ACTIVO
26,3,17,16,55,52,ACTIVO
29,10,66,48,198,143,ACTIVO
35,3,3,3,9,9,ACTIVO
22,5,30,24,95,76,ACTIVO
31,4,20,10,63,31,DESERTOR
33,4,40,20,119,55,DESERTOR
24,4,34,17,112,55,DESERTOR
28,9,43,39,121,109,GRADUADO
31,1,13,8,36,21,DESERTOR
30,10,63,60,175,167,GRADUADO
30,10,63,60,175,167,GRADUADO
30,3,20,13,59,35,DESERTOR
28,2,6,1,20,3,DESERTOR
37,3,9,6,27,18,DESERTOR
31,1,6,1,16,3,DESERTOR
30,8,65,40,193,115,ACTIVO
36,2,12,12,32,32,DESERTOR
33,1,5,0,12,0,DESERTOR
35,5,11,7,34,21,DESERTOR
35,10,26,22,74,56,GRADUADO
18,1,4,4,13,13,ACTIVO
38,7,47,21,141,61,DESERTOR
32,4,32,26,91,74,DESERTOR
25,1,6,3,16,7,DESERTOR
20,2,23,10,73,32,ACTIVO
35,3,34,4,108,13,ACTIVO
36,10,13,13,13,13,GRADUADO
12,5,4,1,10,3,DESERTOR
19,2,9,8,28,25,ACTIVO
24,3,24,11,76,35,ACTIVO
33,1,11,3,32,7,DESERTOR
42,4,6,0,16,0,DESERTOR
17,2,9,7,26,22,ACTIVO
43,10,20,20,20,20,GRADUADO
33,10,44,31,126,89,GRADUADO
33,10,44,31,126,89,GRADUADO
32,6,20,17,62,53,DESERTOR
33,9,36,22,108,66,ACTIVO
28,10,60,51,175,149,ACTIVO
44,5,4,0,12,0,DESERTOR
29,5,43,20,131,63,ACTIVO
39,10,30,30,82,82,GRADUADO
36,10,19,13,20,13,GRADUADO
24,1,12,5,38,15,DESERTOR
24,1,5,3,16,10,DESERTOR
31,10,17,16,17,16,GRADUADO
37,7,30,18,89,51,DESERTOR
21,1,5,2,16,6,DESERTOR
27,10,62,59,178,167,GRADUADO
37,10,3,3,3,3,GRADUADO
22,7,41,36,127,112,ACTIVO
34,1,11,0,33,0,DESERTOR
33,1,8,1,18,1,DESERTOR
28,4,29,17,91,54,ACTIVO
39,2,13,5,41,16,DESERTOR
39,7,19,12,54,32,DESERTOR
42,9,60,46,177,135,ACTIVO
34,10,12,10,12,10,GRADUADO
28,10,68,59,194,167,GRADUADO
20,10,28,21,71,54,ACTIVO
20,10,28,21,71,54,ACTIVO
48,3,4,4,14,14,DESERTOR
27,10,54,52,160,154,GRADUADO
23,2,11,8,35,25,ACTIVO
26,1,11,7,32,20,DESERTOR
29,2,1,0,3,0,DESERTOR
20,2,5,1,16,3,ACTIVO
36,10,10,10,10,10,GRADUADO
38,10,34,30,97,83,GRADUADO
31,4,26,11,81,30,DESERTOR
26,9,70,48,207,140,ACTIVO
34,10,28,22,77,61,GRADUADO
37,9,33,33,91,91,GRADUADO
30,10,50,39,145,113,DESERTOR
26,8,48,41,149,127,ACTIVO
24,1,9,3,28,10,DESERTOR
22,3,24,20,76,64,ACTIVO
31,1,6,4,19,13,DESERTOR
24,9,49,47,151,145,ACTIVO
20,4,9,9,30,30,ACTIVO
27,9,47,47,145,145,ACTIVO
28,6,39,36,110,101,DESERTOR
27,10,62,50,174,140,GRADUADO
25,1,10,4,28,12,DESERTOR
23,4,33,16,107,50,ACTIVO
18,2,10,9,32,28,ACTIVO
25,4,36,22,113,64,DESERTOR
33,7,13,12,36,32,DESERTOR
32,3,5,0,16,0,DESERTOR
33,9,21,21,61,61,ACTIVO
25,10,60,50,177,149,DESERTOR
30,2,23,9,70,28,DESERTOR
27,10,72,48,209,139,DESERTOR
31,10,10,10,10,10,GRADUADO
27,2,3,1,9,3,ACTIVO
28,6,33,29,105,91,ACTIVO
25,10,53,52,156,153,GRADUADO
22,4,21,19,67,61,ACTIVO
25,1,6,3,16,9,DESERTOR
38,9,13,10,13,10,DESERTOR
36,10,9,8,9,8,GRADUADO
29,10,47,37,136,109,ACTIVO
12,5,4,1,13,4,DESERTOR
33,7,18,15,56,47,ACTIVO
30,10,57,45,166,127,GRADUADO
25,10,52,52,153,153,GRADUADO
25,1,6,0,16,0,DESERTOR
37,10,45,40,132,114,GRADUADO
26,10,62,52,179,153,DESERTOR
32,10,2,2,2,2,GRADUADO
21,1,4,0,13,0,ACTIVO
19,2,15,14,49,45,ACTIVO
33,7,12,9,32,25,DESERTOR
47,1,6,0,16,0,DESERTOR
27,10,41,33,125,103,ACTIVO
36,2,25,8,78,26,ACTIVO
27,2,13,7,37,18,DESERTOR
18,1,4,4,13,13,ACTIVO
33,1,6,0,16,0,DESERTOR
27,3,28,13,81,35,DESERTOR
30,10,8,8,8,8,GRADUADO
30,5,24,16,63,43,DESERTOR
23,1,5,0,16,0,ACTIVO
20,1,9,7,28,22,ACTIVO
18,1,4,0,13,0,ACTIVO
28,5,12,8,36,24,ACTIVO
33,1,11,5,27,9,DESERTOR
18,1,10,9,32,28,ACTIVO
20,2,8,7,25,22,DESERTOR
21,2,28,11,91,34,ACTIVO
18,1,4,4,13,13,ACTIVO
32,10,4,4,4,4,GRADUADO
40,1,5,3,16,9,DESERTOR
29,1,5,5,16,16,DESERTOR
31,1,5,3,16,9,DESERTOR
20,2,21,12,68,37,ACTIVO
21,1,5,0,16,0,DESERTOR
23,3,19,14,61,45,ACTIVO
24,1,4,0,13,0,ACTIVO
20,5,37,29,116,90,ACTIVO
25,2,13,7,43,22,ACTIVO
27,2,20,12,54,32,DESERTOR
41,10,36,33,89,82,GRADUADO
23,3,13,11,42,35,ACTIVO
28,10,31,27,85,73,GRADUADO
28,10,31,27,85,73,GRADUADO
20,3,15,15,49,49,ACTIVO
31,10,21,21,57,54,GRADUADO
12,10,10,10,10,10,GRADUADO
28,9,42,34,117,94,GRADUADO
24,8,32,30,100,94,ACTIVO
32,10,42,35,112,92,GRADUADO
32,10,42,35,112,92,GRADUADO
30,4,10,1,30,3,DESERTOR
27,6,44,33,136,102,ACTIVO
26,2,15,7,47,21,DESERTOR
19,3,21,17,68,55,ACTIVO
45,1,5,5,16,16,DESERTOR
30,10,50,43,137,113,GRADUADO
30,10,50,43,137,113,GRADUADO
28,2,3,1,9,3,DESERTOR
42,5,37,29,105,82,DESERTOR
30,1,6,4,16,11,DESERTOR
20,2,18,10,59,33,ACTIVO
37,6,9,8,23,20,DESERTOR
27,5,29,23,86,70,DESERTOR
29,5,18,14,50,37,DESERTOR
23,5,16,16,50,50,ACTIVO
23,1,4,4,13,13,ACTIVO
31,10,64,56,183,157,GRADUADO
22,6,37,14,119,44,DESERTOR
19,3,5,4,17,14,ACTIVO
19,2,15,12,48,38,ACTIVO
28,1,11,8,29,21,DESERTOR
31,4,31,7,86,18,DESERTOR
31,10,11,11,11,11,GRADUADO
25,2,11,9,28,24,DESERTOR
27,1,5,3,13,7,DESERTOR
31,3,29,17,83,44,DESERTOR
32,6,5,2,15,5,DESERTOR
33,9,61,48,182,143,ACTIVO
24,1,6,0,19,0,DESERTOR
23,2,12,8,39,25,DESERTOR
